,id,budget,revenue,original_title,director,production_companies,release_date,release_year,budget_adj,revenue_adj
221,333348,17000000,24000000,Love the Coopers,Jessie Nelson,Groundswell Productions,11/12/15,2015,15639993.118403,22079990.2848042
222,333348,17000000,24000000,Love the Coopers,Jessie Nelson,CBS Films,11/12/15,2015,15639993.118403,22079990.2848042
223,285783,35000000,61181942,The Walk,Robert Zemeckis,TriStar Pictures,9/30/15,2015,32199985.8320062,56287361.8735607
224,285783,35000000,61181942,The Walk,Robert Zemeckis,Sony Pictures Entertainment,9/30/15,2015,32199985.8320062,56287361.8735607
225,285783,35000000,61181942,The Walk,Robert Zemeckis,ImageMovers,9/30/15,2015,32199985.8320062,56287361.8735607
226,290764,11000000,1863315,Tracers,Daniel Benmayor,Temple Hill Entertainment,1/15/15,2015,10119995.5472019,1714249.04573042
227,290764,11000000,1863315,Tracers,Daniel Benmayor,Senator Film,1/15/15,2015,10119995.5472019,1714249.04573042
228,290764,11000000,1863315,Tracers,Daniel Benmayor,Freerunning,1/15/15,2015,10119995.5472019,1714249.04573042
229,290764,11000000,1863315,Tracers,Daniel Benmayor,Melbarken,1/15/15,2015,10119995.5472019,1714249.04573042
230,290764,11000000,1863315,Tracers,Daniel Benmayor,Saban Films,1/15/15,2015,10119995.5472019,1714249.04573042
231,287424,4000000,187112,Maggie,Henry Hobson,Lionsgate,5/8/15,2015,3679998.38080071,172142.964257095
232,287424,4000000,187112,Maggie,Henry Hobson,Grindstone Entertainment Group,5/8/15,2015,3679998.38080071,172142.964257095
233,287424,4000000,187112,Maggie,Henry Hobson,Silver Reel,5/8/15,2015,3679998.38080071,172142.964257095
234,287424,4000000,187112,Maggie,Henry Hobson,Sly Predator,5/8/15,2015,3679998.38080071,172142.964257095
235,287424,4000000,187112,Maggie,Henry Hobson,Matt Baer Films,5/8/15,2015,3679998.38080071,172142.964257095
236,301875,0,2000000,Equals,Drake Doremus,Scott Free Productions,9/4/15,2015,0.0,1839999.19040035
237,301875,0,2000000,Equals,Drake Doremus,Infinite Frameworks Studios,9/4/15,2015,0.0,1839999.19040035
238,301875,0,2000000,Equals,Drake Doremus,Freedom Media,9/4/15,2015,0.0,1839999.19040035
239,301875,0,2000000,Equals,Drake Doremus,Route One Entertainment,9/4/15,2015,0.0,1839999.19040035
240,328425,5000000,58978653,The Gift,Joel Edgerton,Blumhouse Productions,7/30/15,2015,4599997.97600089,54260336.8854517
241,328425,5000000,58978653,The Gift,Joel Edgerton,Blue-Tongue Films,7/30/15,2015,4599997.97600089,54260336.8854517
242,328425,5000000,58978653,The Gift,Joel Edgerton,STX Entertainment,7/30/15,2015,4599997.97600089,54260336.8854517
243,328425,5000000,58978653,The Gift,Joel Edgerton,Ahimsa Films,7/30/15,2015,4599997.97600089,54260336.8854517
244,274167,50000000,240360392,Daddy's Home,Sean Anders,Paramount Pictures,12/25/15,2015,45999979.7600089,221131463.342156
245,274167,50000000,240360392,Daddy's Home,Sean Anders,Gary Sanchez Productions,12/25/15,2015,45999979.7600089,221131463.342156
246,274167,50000000,240360392,Daddy's Home,Sean Anders,Good Universe,12/25/15,2015,45999979.7600089,221131463.342156
247,274167,50000000,240360392,Daddy's Home,Sean Anders,Red Granite Pictures,12/25/15,2015,45999979.7600089,221131463.342156
248,309809,64000000,97571250,The Little Prince,Mark Osborne,Onyx Films,7/29/15,2015,58879974.0928114,89765510.5031753
249,309809,64000000,97571250,The Little Prince,Mark Osborne,Orange Studios,7/29/15,2015,58879974.0928114,89765510.5031753
250,309809,64000000,97571250,The Little Prince,Mark Osborne,CityMation,7/29/15,2015,58879974.0928114,89765510.5031753
251,309809,64000000,97571250,The Little Prince,Mark Osborne,On Entertainment,7/29/15,2015,58879974.0928114,89765510.5031753
252,309809,64000000,97571250,The Little Prince,Mark Osborne,Zippcast Films,7/29/15,2015,58879974.0928114,89765510.5031753
253,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Regency Enterprises,12/17/15,2015,0.0,215055014.135793
254,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Fox 2000 Pictures,12/17/15,2015,0.0,215055014.135793
255,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Sunswept Entertainment,12/17/15,2015,0.0,215055014.135793
256,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Bagdasarian Productions,12/17/15,2015,0.0,215055014.135793
257,258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,TSG Entertainment,12/17/15,2015,0.0,215055014.135793
258,298382,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,Amazon Studios,10/1/15,2015,10975595.1707381,16872792.5759712
259,298382,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,Film Art Media,10/1/15,2015,10975595.1707381,16872792.5759712
260,298382,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,Apollo Media,10/1/15,2015,10975595.1707381,16872792.5759712
261,272693,8500000,43528634,The DUFF,Ari Sandel,Wonderland Sound and Vision,2/20/15,2015,7819996.55920151,40046325.6596167
262,272693,8500000,43528634,The DUFF,Ari Sandel,CBS Films,2/20/15,2015,7819996.55920151,40046325.6596167
263,272693,8500000,43528634,The DUFF,Ari Sandel,Vast Entertainment,2/20/15,2015,7819996.55920151,40046325.6596167
264,283445,10000000,52882018,Sinister 2,Ciaran Foy,Alliance Films,8/19/15,2015,9199995.95200178,48651435.1533685
265,283445,10000000,52882018,Sinister 2,Ciaran Foy,Blumhouse Productions,8/19/15,2015,9199995.95200178,48651435.1533685
266,283445,10000000,52882018,Sinister 2,Ciaran Foy,IM Global,8/19/15,2015,9199995.95200178,48651435.1533685
267,283445,10000000,52882018,Sinister 2,Ciaran Foy,Automatik Entertainment,8/19/15,2015,9199995.95200178,48651435.1533685
268,283445,10000000,52882018,Sinister 2,Ciaran Foy,Entertainment One,8/19/15,2015,9199995.95200178,48651435.1533685
269,241251,4000000,50163103,The Boy Next Door,Rob Cohen,Universal Pictures,1/23/15,2015,3679998.38080071,46150034.4539848
270,241251,4000000,50163103,The Boy Next Door,Rob Cohen,Nuyorican Productions,1/23/15,2015,3679998.38080071,46150034.4539848
271,241251,4000000,50163103,The Boy Next Door,Rob Cohen,Blumhouse Productions,1/23/15,2015,3679998.38080071,46150034.4539848
272,241251,4000000,50163103,The Boy Next Door,Rob Cohen,Smart Entertainment,1/23/15,2015,3679998.38080071,46150034.4539848
273,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Paramount Pictures,10/23/15,2015,13799993.9280026,13671898.7043645
274,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Oops Doughnuts Productions,10/23/15,2015,13799993.9280026,13671898.7043645
275,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Broken Road Productions,10/23/15,2015,13799993.9280026,13671898.7043645
276,273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Brucks Entertainment,10/23/15,2015,13799993.9280026,13671898.7043645
277,298312,5000000,98450062,The Visit,M. Night Shyamalan,Blumhouse Productions,9/10/15,2015,4599997.97600089,90574017.1874324
278,298312,5000000,98450062,The Visit,M. Night Shyamalan,Blinding Edge Pictures,9/10/15,2015,4599997.97600089,90574017.1874324
279,287903,15000000,61548707,Krampus,Michael Dougherty,Universal Pictures,11/26/15,2015,13799993.9280026,56624785.5250943
280,287903,15000000,61548707,Krampus,Michael Dougherty,Legendary Pictures,11/26/15,2015,13799993.9280026,56624785.5250943
281,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Denver and Delilah Productions,3/31/15,2015,18399991.9040035,191900.875563614
282,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Mandalay Vision,3/31/15,2015,18399991.9040035,191900.875563614
283,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Exclusive Media Group,3/31/15,2015,18399991.9040035,191900.875563614
284,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Hugo Productions,3/31/15,2015,18399991.9040035,191900.875563614
285,182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Cuatro Plus Films,3/31/15,2015,18399991.9040035,191900.875563614
286,192141,5000000,54418872,No Escape,John Erick Dowdle,Bold Films,8/26/15,2015,4599997.97600089,50065340.2112503
287,192141,5000000,54418872,No Escape,John Erick Dowdle,Living Films,8/26/15,2015,4599997.97600089,50065340.2112503
288,192141,5000000,54418872,No Escape,John Erick Dowdle,Brothers Dowdle Productions,8/26/15,2015,4599997.97600089,50065340.2112503
289,308639,700000,17986781,Dope,Rick Famuyiwa,Forest Whitaker's Significant Productions,6/19/15,2015,643999.716640124,16547831.2389542
290,308639,700000,17986781,Dope,Rick Famuyiwa,Revolt Films,6/19/15,2015,643999.716640124,16547831.2389542
291,308639,700000,17986781,Dope,Rick Famuyiwa,IamOTHER Entertainment,6/19/15,2015,643999.716640124,16547831.2389542
292,304357,11000000,61619773,Woman in Gold,Simon Curtis,BBC Films,4/10/15,2015,10119995.5472019,56690166.2163268
293,304357,11000000,61619773,Woman in Gold,Simon Curtis,Origin Pictures,4/10/15,2015,10119995.5472019,56690166.2163268
294,266294,30000000,105011053,Sisters,Jason Moore,Little Stranger,12/18/15,2015,27599987.8560053,96610126.2515444
295,227719,12000000,32248241,Project Almanac,Dean Israelite,Paramount Pictures,1/30/15,2015,11039995.1424021,29668368.6659177
296,227719,12000000,32248241,Project Almanac,Dean Israelite,MTV Films,1/30/15,2015,11039995.1424021,29668368.6659177
297,227719,12000000,32248241,Project Almanac,Dean Israelite,Platinum Dunes,1/30/15,2015,11039995.1424021,29668368.6659177
298,227719,12000000,32248241,Project Almanac,Dean Israelite,Insurge Pictures,1/30/15,2015,11039995.1424021,29668368.6659177
299,287948,25000000,72629670,The Transporter Refueled,Camille Delamarre,EuropaCorp,9/3/15,2015,22999989.8800044,66819266.9995225
300,201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Legendary Pictures,10/13/15,2015,50599977.7360098,68705406.0096213
301,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Ingenious Media,10/14/15,2015,17939992.1064034,29614535.8096042
302,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Gran Via Productions,10/14/15,2015,17939992.1064034,29614535.8096042
303,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,IM Global,10/14/15,2015,17939992.1064034,29614535.8096042
304,290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Route One Films,10/14/15,2015,17939992.1064034,29614535.8096042
305,228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Paramount Pictures,2/5/15,2015,68079970.0448131,286666383.306791
306,228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Nickelodeon Movies,2/5/15,2015,68079970.0448131,286666383.306791
307,228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Nickelodeon Animation Studios,2/5/15,2015,68079970.0448131,286666383.306791
308,228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,United Plankton Pictures,2/5/15,2015,68079970.0448131,286666383.306791
309,228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Disruption Entertainment,2/5/15,2015,68079970.0448131,286666383.306791
310,263109,0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,Aardman Animations,2/5/15,2015,0.0,54923975.8334506
311,263109,0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,Studio Canal,2/5/15,2015,0.0,54923975.8334506
312,263109,0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,Anton Capital Entertainment (ACE),2/5/15,2015,0.0,54923975.8334506
313,280092,10000000,104303851,Insidious: Chapter 3,Leigh Whannell,Sony Pictures,6/4/15,2015,9199995.95200178,95959500.6978197
314,193687,0,118483,Z for Zachariah,Craig Zobel,Palomar Pictures,8/13/15,2015,0.0,109004.312038102
315,193687,0,118483,Z for Zachariah,Craig Zobel,Lucky Hat Entertainment,8/13/15,2015,0.0,109004.312038102
316,193687,0,118483,Z for Zachariah,Craig Zobel,Silver Reel,8/13/15,2015,0.0,109004.312038102
317,193687,0,118483,Z for Zachariah,Craig Zobel,Material Pictures,8/13/15,2015,0.0,109004.312038102
318,193687,0,118483,Z for Zachariah,Craig Zobel,Zik Zak Kvikmyndir,8/13/15,2015,0.0,109004.312038102
319,328589,6000000,41387687,The Lady in the Van,Nicholas Hytner,BBC Films,11/13/15,2015,5519997.57120106,38076655.2862716
320,328589,6000000,41387687,The Lady in the Van,Nicholas Hytner,TriStar Productions,11/13/15,2015,5519997.57120106,38076655.2862716
321,228066,40000000,34227298,Victor Frankenstein,Paul McGuigan,Twentieth Century Fox Film Corporation,11/10/15,2015,36799983.8080071,31489100.3047958
322,228066,40000000,34227298,Victor Frankenstein,Paul McGuigan,Davis Entertainment,11/10/15,2015,36799983.8080071,31489100.3047958
323,228066,40000000,34227298,Victor Frankenstein,Paul McGuigan,Moving Picture Company (MPC),11/10/15,2015,36799983.8080071,31489100.3047958
324,228066,40000000,34227298,Victor Frankenstein,Paul McGuigan,TSG Entertainment,11/10/15,2015,36799983.8080071,31489100.3047958
325,378373,0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,Terra Mater Factual Studios,12/24/15,2015,0.0,0.0
326,353326,0,11472454,The Man Who Knew Infinity,Matt Brown,Animus Films,9/17/15,2015,0.0,10554653.0359526
327,353326,0,11472454,The Man Who Knew Infinity,Matt Brown,Edward R. Pressman Film,9/17/15,2015,0.0,10554653.0359526
328,353326,0,11472454,The Man Who Knew Infinity,Matt Brown,Kreo Films FZ,9/17/15,2015,0.0,10554653.0359526
329,353326,0,11472454,The Man Who Knew Infinity,Matt Brown,Xeitgeist Entertainment Group,9/17/15,2015,0.0,10554653.0359526
330,353326,0,11472454,The Man Who Knew Infinity,Matt Brown,American Entertainment Investors,9/17/15,2015,0.0,10554653.0359526
331,251516,630019,0,Kung Fury,David Sandberg,Laser Unicorns,5/28/15,2015,579617.224968421,0.0
332,225728,0,13192457,Macbeth,Justin Kurzel,Studio Canal,8/16/15,2015,0.0,12137055.0996957
333,225728,0,13192457,Macbeth,Justin Kurzel,See-Saw Films,8/16/15,2015,0.0,12137055.0996957
334,225728,0,13192457,Macbeth,Justin Kurzel,Creative Scotland,8/16/15,2015,0.0,12137055.0996957
335,225728,0,13192457,Macbeth,Justin Kurzel,Film4,8/16/15,2015,0.0,12137055.0996957
336,225728,0,13192457,Macbeth,Justin Kurzel,Anton Capital Entertainment (ACE),8/16/15,2015,0.0,12137055.0996957
337,326425,0,16775,Extraction,Steven C. Miller,Emmett/Furla Films,12/18/15,2015,0.0,15432.9932094829
338,326425,0,16775,Extraction,Steven C. Miller,Oasis Films,12/18/15,2015,0.0,15432.9932094829
339,326425,0,16775,Extraction,Steven C. Miller,Aperture Entertainment,12/18/15,2015,0.0,15432.9932094829
340,326425,0,16775,Extraction,Steven C. Miller,Twirly Films Limited,12/18/15,2015,0.0,15432.9932094829
341,342474,0,0,Jenny's Wedding,Mary Agnes Donoghue,MM Productions,7/31/15,2015,0.0,0.0
342,342474,0,0,Jenny's Wedding,Mary Agnes Donoghue,Merced Media Partners,7/31/15,2015,0.0,0.0
343,342474,0,0,Jenny's Wedding,Mary Agnes Donoghue,PalmStar Media,7/31/15,2015,0.0,0.0
344,322456,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,Warner Bros. Animation,2/10/15,2015,0.0,0.0
345,334538,0,0,Into the Forest,Patricia Rozema,Rhombus Media,6/3/15,2015,0.0,0.0
346,334538,0,0,Into the Forest,Patricia Rozema,Bron Studios,6/3/15,2015,0.0,0.0
347,331781,0,8413144,Amy,Asif Kapadia,On The Corner Films,7/3/15,2015,0.0,7740089.0743608
348,331781,0,8413144,Amy,Asif Kapadia,Universal Music,7/3/15,2015,0.0,7740089.0743608
349,312831,0,0,The Hallow,Corin Hardy,Prescience,11/6/15,2015,0.0,0.0
350,312831,0,0,The Hallow,Corin Hardy,Bord Scannan na hEireann / Irish Film Board,11/6/15,2015,0.0,0.0
351,312831,0,0,The Hallow,Corin Hardy,Fantastic Films,11/6/15,2015,0.0,0.0
352,312831,0,0,The Hallow,Corin Hardy,Altitude Film Entertainment,11/6/15,2015,0.0,0.0
353,312831,0,0,The Hallow,Corin Hardy,Occupant Entertainment,11/6/15,2015,0.0,0.0
354,306745,7000000,573335,Freeheld,Peter Sollett,Double Feature Films,10/2/15,2015,6439997.16640124,527467.967914094
355,306745,7000000,573335,Freeheld,Peter Sollett,Endgame Entertainment,10/2/15,2015,6439997.16640124,527467.967914094
356,306745,7000000,573335,Freeheld,Peter Sollett,High Frequency Entertainment,10/2/15,2015,6439997.16640124,527467.967914094
357,332340,0,0,Man Up,Ben Palmer,Big Talk Productions,5/29/15,2015,0.0,0.0
358,332340,0,0,Man Up,Ben Palmer,StudioCanal,5/29/15,2015,0.0,0.0
359,253414,15000000,3020664,Rock the Kasbah,Barry Levinson,Shangri-La Entertainment,10/22/15,2015,13799993.9280026,2779009.65723575
360,253414,15000000,3020664,Rock the Kasbah,Barry Levinson,QED International,10/22/15,2015,13799993.9280026,2779009.65723575
361,253414,15000000,3020664,Rock the Kasbah,Barry Levinson,Dune Films,10/22/15,2015,13799993.9280026,2779009.65723575
362,253414,15000000,3020664,Rock the Kasbah,Barry Levinson,Venture Forth,10/22/15,2015,13799993.9280026,2779009.65723575
363,320588,1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,Red Crown Productions,11/27/15,2015,919999.595200178,13289393.2326669
364,320588,1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,Haven Entertainment,11/27/15,2015,919999.595200178,13289393.2326669
365,86835,0,0,Knight of Cups,Terrence Malick,Waypoint Entertainment,9/10/15,2015,0.0,0.0
366,86835,0,0,Knight of Cups,Terrence Malick,Dogwood Films,9/10/15,2015,0.0,0.0
367,309242,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,Electric City Entertainment,7/4/15,2015,0.0,0.0
368,309242,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,Sycamore Pictures,7/4/15,2015,0.0,0.0
369,309242,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,Gowanus Projections,7/4/15,2015,0.0,0.0
370,332502,0,0,400 Days,Matt Osterman,New Artists Alliance,10/29/15,2015,0.0,0.0
371,243940,3300000,64110728,The Lazarus Effect,David Gelb,Lionsgate,1/29/15,2015,3035998.66416058,58981843.8079887
372,243940,3300000,64110728,The Lazarus Effect,David Gelb,Blumhouse Productions,1/29/15,2015,3035998.66416058,58981843.8079887
